Scan Parameters

Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE


Analytical Results

Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
3158.5,9.34949,8.78632,,
3158.6,9.34513,8.78265,,
3158.7,9.33988,8.77815,,
3158.8,9.33518,8.77287,,
3158.9,9.32980,8.76689,,
3159.0,9.32247,8.75998,,
3159.1,9.31463,8.75208,,
3159.2,9.30576,8.74302,,
3159.3,9.29566,8.73267,,
3159.4,9.28430,8.72094,,
3159.5,9.27046,8.70757,,
3159.6,9.25562,8.69262,,
3159.7,9.23934,8.67615,,
3159.8,9.22082,8.65840,,
3159.9,9.20176,8.63970,,
3160.0,9.18248,8.62040,,
3160.1,9.16248,8.60141,,
3160.2,9.14287,8.58373,,
3160.3,9.12687,8.56868,,
3160.4,9.11527,8.55701,,
3160.5,9.10819,8.54876,,
3160.6,9.10404,8.54349,,
3160.7,9.10045,8.54042,,
3160.8,9.09940,8.53876,,
3160.9,9.10046,8.54026,,
3161.0,9.10323,8.54314,,
3161.1,9.10804,8.54811,,
3161.2,9.11494,8.55518,,
3161.3,9.12444,8.56441,,
3161.4,9.13598,8.57536,,
3161.5,9.14911,8.58754,,
3161.6,9.16216,8.59996,,
3161.7,9.17490,8.61195,,
3161.8,9.18589,8.62285,,
3161.9,9.19518,8.63262,,
3162.0,9.20355,8.64163,,
3162.1,9.21148,8.65026,,
3162.2,9.22061,8.65895,,
3162.3,9.22972,8.66771,,
3162.4,9.23818,8.67644,,
3162.5,9.24701,8.68519,,
3162.6,9.25540,8.69388,,
3162.7,9.26429,8.70280,,
3162.8,9.27347,8.71198,,
3162.9,9.28281,8.72153,,
3163.0,9.29290,8.73136,,
3163.1,9.30333,8.74142,,
3163.2,9.31320,8.75132,,
3163.3,9.32338,8.76120,,
3163.4,9.33235,8.77092,,
3163.5,9.34202,8.78074,,
3163.6,9.35268,8.79091,,
3163.7,9.36246,8.80141,,
3163.8,9.37372,8.81246,,
3163.9,9.38562,8.82366,,
3164.0,9.39702,8.83481,,
3164.1,9.40800,8.84536,,
3164.2,9.41797,8.85484,,
3164.3,9.42604,8.86306,,
3164.4,9.43250,8.87015,,
3164.5,9.43831,8.87633,,
3164.6,9.44403,8.88226,,
3164.7,9.44928,8.88829,,
3164.8,9.45589,8.89505,,
3164.9,9.46343,8.90270,,
3165.0,9.47224,8.91151,,
3165.1,9.48243,8.92119,,
3165.2,9.49330,8.93141,,
3165.3,9.50375,8.94153,,
3165.4,9.51390,8.95099,,
3165.5,9.52251,8.95941,,
3165.6,9.52901,8.96680,,
3165.7,9.53525,8.97354,,
3165.8,9.54156,8.98001,,
3165.9,9.54812,8.98642,,
3166.0,9.55502,8.99291,,
3166.1,9.56094,8.99918,,
3166.2,9.56725,9.00546,,
3166.3,9.57330,9.01128,,
3166.4,9.57946,9.01668,,
3166.5,9.58392,9.02069,,
3166.6,9.58715,9.02341,,
3166.7,9.58686,9.02247,,
3166.8,9.58339,9.01944,,
3166.9,9.57714,9.01403,,
3167.0,9.56921,9.00686,,
3167.1,9.56093,8.99849,,
3167.2,9.55176,8.98910,,
3167.3,9.54145,8.97895,,
3167.4,9.52996,8.96804,,
3167.5,9.51865,8.95662,,
3167.6,9.50695,8.94466,,
3167.7,9.49456,8.93194,,
3167.8,9.48137,8.91820,,
3167.9,9.46606,8.90315,,
3168.0,9.44941,8.88693,,
3168.1,9.43191,8.86961,,
3168.2,9.41390,8.85173,,
3168.3,9.39493,8.83341,,
3168.4,9.37681,8.81529,,
3168.5,9.35847,8.79749,,
3168.6,9.34134,8.78092,,
3168.7,9.32542,8.76587,,
3168.8,9.31262,8.75305,,
3168.9,9.30242,8.74246,,
3169.0,9.29435,8.73405,,
3169.1,9.28800,8.72731,,
3169.2,9.28304,8.72184,,
3169.3,9.27852,8.71690,,
3169.4,9.27457,8.71238,,
3169.5,9.26923,8.70787,,
3169.6,9.26486,8.70381,,
3169.7,9.26132,8.70028,,
3169.8,9.25849,8.69762,,
3169.9,9.25691,8.69596,,
3170.0,9.25612,8.69497,,
3170.1,9.25647,8.69579,,
3170.2,9.25873,8.69723,,
3170.3,9.26054,8.69903,,
3170.4,9.26331,8.70110,,
3170.5,9.26507,8.70275,,
3170.6,9.26618,8.70417,,
3170.7,9.26686,8.70514,,
3170.8,9.26793,8.70626,,
3170.9,9.26847,8.70781,,
3171.0,9.27068,8.71059,,
3171.1,9.27495,8.71483,,
3171.2,9.28134,8.72076,,
3171.3,9.28908,8.72805,,
3171.4,9.29765,8.73644,,
3171.5,9.30672,8.74559,,
3171.6,9.31673,8.75527,,
3171.7,9.32719,8.76532,,
3171.8,9.33715,8.77572,,
3171.9,9.34745,8.78668,,
3172.0,9.35918,8.79814,,
3172.1,9.37216,8.81026,,
3172.2,9.38423,8.82254,,
3172.3,9.39692,8.83502,,
3172.4,9.40905,8.84737,,
3172.5,9.42133,8.85977,,
3172.6,9.43414,8.87218,,
3172.7,9.44632,8.88449,,
3172.8,9.45861,8.89642,,
3172.9,9.47074,8.90751,,
3173.0,9.48061,8.91737,,
3173.1,9.48856,8.92586,,
3173.2,9.49558,8.93312,,
3173.3,9.50160,8.93944,,
3173.4,9.50732,8.94523,,
3173.5,9.51247,8.95045,,
3173.6,9.51762,8.95521,,
3173.7,9.52173,8.95939,,
3173.8,9.52501,8.96296,,
3173.9,9.52827,8.96562,,
3174.0,9.53062,8.96740,,
3174.1,9.53036,8.96590,,
3174.2,9.52673,8.96232,,
3174.3,9.51958,8.95594,,
3174.4,9.51041,8.94720,,
3174.5,9.49949,8.93651,,
3174.6,9.48710,8.92466,,
3174.7,9.47351,8.91207,,
3174.8,9.46090,8.89931,,
3174.9,9.44841,8.88618,,
3175.0,9.43557,8.87248,,
3175.1,9.42082,8.85759,,
3175.2,9.40414,8.84105,,
3175.3,9.38630,8.82294,,
3175.4,9.36583,8.80320,,
3175.5,9.34475,8.78248,,
3175.6,9.32289,8.76106,,
3175.7,9.30086,8.73961,,
3175.8,9.27967,8.71847,,
3175.9,9.25913,8.69802,,
3176.0,9.23910,8.67877,,
3176.1,9.22078,8.66142,,
3176.2,9.20536,8.64668,,
3176.3,9.19392,8.63528,,
3176.4,9.18610,8.62714,,
3176.5,9.18211,8.62235,,
3176.6,9.17981,8.61969,,
3176.7,9.18055,8.62071,,
3176.8,9.18355,8.62331,,
3176.9,9.18820,8.62786,,
3177.0,9.19473,8.63413,,
3177.1,9.20247,8.64164,,
3177.2,9.21162,8.65027,,
3177.3,9.22088,8.65923,,
3177.4,9.23086,8.66838,,
3177.5,9.23920,8.67698,,
3177.6,9.24738,8.68490,,
3177.7,9.25490,8.69167,,
3177.8,9.26021,8.69712,,
3177.9,9.26396,8.70105,,
3178.0,9.26661,8.70343,,
3178.1,9.26717,8.70474,,
3178.2,9.26657,8.70408,,
3178.3,9.26540,8.70278,,
3178.4,9.26269,8.70051,,
3178.5,9.26001,8.69733,,
3178.6,9.25623,8.69301,,
3178.7,9.25016,8.68764,,
3178.8,9.24330,8.68121,,
3178.9,9.23651,8.67368,,
3179.0,9.22827,8.66480,,
3179.1,9.21788,8.65440,,
3179.2,9.20509,8.64196,,
3179.3,9.19129,8.62789,,
3179.4,9.17464,8.61220,,
3179.5,9.15766,8.59590,,
3179.6,9.14041,8.57934,,
3179.7,9.12425,8.56339,,
3179.8,9.10918,8.54826,,
3179.9,9.09513,8.53411,,
3180.0,9.08197,8.52096,,
3180.1,9.06957,8.50874,,
3180.2,9.05849,8.49779,,
3180.3,9.04824,8.48809,,
3180.4,9.04051,8.48009,,
3180.5,9.03402,8.47380,,
3180.6,9.02933,8.46933,,
3180.7,9.02726,8.46649,,
3180.8,9.02610,8.46484,,
3180.9,9.02551,8.46384,,
3181.0,9.02527,8.46305,,
3181.1,9.02393,8.46232,,
3181.2,9.02275,8.46174,,
3181.3,9.02307,8.46251,,
3181.4,9.02484,8.46417,,
3181.5,9.02793,8.46701,,
3181.6,9.03216,8.47039,,
3181.7,9.03671,8.47361,,
3181.8,9.03913,8.47574,,
3181.9,9.03958,8.47691,,
3182.0,9.03828,8.47566,,
3182.1,9.03615,8.47340,,
3182.2,9.03308,8.46989,,
3182.3,9.02773,8.46497,,
3182.4,9.02157,8.45898,,
3182.5,9.01408,8.45199,,
3182.6,9.00644,8.44441,,
3182.7,8.99860,8.43619,,
3182.8,8.98991,8.42722,,
3182.9,8.98006,8.41730,,
3183.0,8.96899,8.40648,,
3183.1,8.95674,8.39475,,
3183.2,8.94475,8.38228,,
3183.3,8.93177,8.36899,,
3183.4,8.91723,8.35468,,
3183.5,8.90223,8.33932,,
3183.6,8.88544,8.32296,,
3183.7,8.86756,8.30603,,
3183.8,8.85040,8.28902,,
3183.9,8.83353,8.27188,,
3184.0,8.81738,8.25469,,
3184.1,8.79947,8.23685,,
3184.2,8.78059,8.21818,,
3184.3,8.76123,8.19853,,
3184.4,8.74037,8.17814,,
3184.5,8.71888,8.15748,,
3184.6,8.69795,8.13696,,
3184.7,8.67815,8.11712,,
3184.8,8.65907,8.09818,,
3184.9,8.64109,8.08021,,
3185.0,8.62433,8.06318,,
3185.1,8.60812,8.04710,,
3185.2,8.59270,8.03225,,
3185.3,8.57882,8.01892,,
3185.4,8.56743,8.00790,,
3185.5,8.55819,7.99926,,
3185.6,8.55342,7.99328,,
3185.7,8.55006,7.98927,,
3185.8,8.54772,7.98672,,
3185.9,8.54674,7.98482,,
3186.0,8.54526,7.98307,,
3186.1,8.54296,7.98131,,
3186.2,8.54105,7.97958,,
3186.3,8.53949,7.97798,,
3186.4,8.53824,7.97680,,
3186.5,8.53724,7.97615,,
3186.6,8.53712,7.97594,,
3186.7,8.53814,7.97627,,
3186.8,8.53905,7.97665,,
3186.9,8.53852,7.97599,,
3187.0,8.53726,7.97462,,
3187.1,8.53505,7.97241,,
3187.2,8.53116,7.96925,,
3187.3,8.52799,7.96592,,
3187.4,8.52345,7.96264,,
3187.5,8.52049,7.96029,,
3187.6,8.51991,7.95875,,
3187.7,8.51999,7.95925,,
3187.8,8.52109,7.96090,,
3187.9,8.52465,7.96397,,
3188.0,8.52926,7.96814,,
3188.1,8.53478,7.97349,,
3188.2,8.54040,7.97953,,
3188.3,8.54765,7.98628,,
3188.4,8.55526,7.99327,,
3188.5,8.56253,8.00043,,
3188.6,8.56909,8.00752,,
3188.7,8.57613,8.01449,,
3188.8,8.58359,8.02136,,
3188.9,8.59008,8.02801,,
3189.0,8.59626,8.03473,,
3189.1,8.60249,8.04156,,
3189.2,8.61028,8.04874,,
3189.3,8.61836,8.05592,,
3189.4,8.62536,8.06260,,
3189.5,8.63129,8.06809,,
3189.6,8.63555,8.07179,,
3189.7,8.63732,8.07406,,
3189.8,8.63629,8.07304,,
3189.9,8.63385,8.07046,,
3190.0,8.62952,8.06572,,
3190.1,8.62250,8.05896,,
3190.2,8.61323,8.05040,,
3190.3,8.60277,8.04040,,
3190.4,8.59176,8.02946,,
3190.5,8.57994,8.01782,,
3190.6,8.56787,8.00565,,
3190.7,8.55522,7.99298,,
3190.8,8.54185,7.97997,,
3190.9,8.52840,7.96649,,
3191.0,8.51521,7.95254,,
3191.1,8.50048,7.93779,,
3191.2,8.48467,7.92236,,
3191.3,8.46808,7.90635,,
3191.4,8.45163,7.89020,,
3191.5,8.43576,7.87404,,
3191.6,8.42004,7.85782,,
3191.7,8.40355,7.84131,,
3191.8,8.38651,7.82408,,
3191.9,8.36908,7.80572,,
3192.0,8.34940,7.78577,,
3192.1,8.32730,7.76419,,
3192.2,8.30350,7.74111,,
3192.3,8.27918,7.71711,,
3192.4,8.25436,7.69248,,
3192.5,8.22973,7.66752,,
3192.6,8.20434,7.64209,,
3192.7,8.17838,7.61604,,
3192.8,8.15201,7.58922,,
3192.9,8.12401,7.56138,,
3193.0,8.09517,7.53258,,
3193.1,8.06532,7.50259,,
3193.2,8.03443,7.47125,,
3193.3,8.00190,7.43825,,
3193.4,7.96687,7.40344,,
3193.5,7.92972,7.36674,,
3193.6,7.89146,7.32837,,
3193.7,7.85140,7.28856,,
3193.8,7.80994,7.24765,,
3193.9,7.76808,7.20557,,
3194.0,7.72571,7.16258,,
3194.1,7.68083,7.11835,,
3194.2,7.63584,7.07310,,
3194.3,7.58942,7.02638,,
3194.4,7.54159,6.97838,,
3194.5,7.49183,6.92852,,
3194.6,7.44064,6.87673,,
3194.7,7.38643,6.82290,,
3194.8,7.32987,6.76710,,
3194.9,7.27280,6.70976,,
3195.0,7.21363,6.65096,,
3195.1,7.15362,6.59099,,
3195.2,7.09284,6.52942,,
3195.3,7.03008,6.46624,,
3195.4,6.96416,6.40124,,
3195.5,6.89731,6.33464,,
3195.6,6.82950,6.26646,,
3195.7,6.76008,6.19673,,
3195.8,6.68886,6.12490,,
3195.9,6.61518,6.05050,,
3196.0,6.53755,5.97280,,
3196.1,6.45677,5.89198,,
3196.2,6.37153,5.80792,,
3196.3,6.28473,5.72134,,
3196.4,6.19606,5.63202,,
3196.5,6.10484,5.53984,,
3196.6,6.00955,5.44395,,
3196.7,5.90969,5.34425,,
3196.8,5.80463,5.24020,,
3196.9,5.69773,5.13217,,
3197.0,5.58564,5.01952,,
3197.1,5.46824,4.90268,,
3197.2,5.34586,4.78143,,
3197.3,5.22102,4.65672,,
3197.4,5.09259,4.52898,,
3197.5,4.96221,4.39899,,
3197.6,4.83024,4.26657,,
3197.7,4.69632,4.13166,,
3197.8,4.55844,3.99389,,
3197.9,4.41709,3.85292,,
3198.0,4.27348,3.70913,,
3198.1,4.12575,3.56236,,
3198.2,3.97717,3.41343,,
3198.3,3.82559,3.26192,,
3198.4,3.67207,3.10911,,
3198.5,3.51597,2.95656,,
3198.6,3.36243,2.80795,,
3198.7,3.21798,2.66748,,
3198.8,3.08743,2.53925,,
3198.9,2.97371,2.42580,,
3199.0,2.87717,2.32775,,
3199.1,2.79544,2.24422,,
3199.2,2.72620,2.17358,,
3199.3,2.66797,2.11373,,
3199.4,2.61916,2.06285,,
3199.5,2.57627,2.01889,,
3199.6,2.53896,1.98059,,
3199.7,2.50536,1.94654,,
3199.8,2.47550,1.91623,,
3199.9,2.44846,1.88932,,
3200.0,2.42423,1.86563,,
3200.1,2.40456,1.84525,,
3200.2,2.38744,1.82779,,
3200.3,2.37291,1.81315,,
3200.4,2.36082,1.80074,,
3200.5,2.35091,1.79032,,
3200.6,2.34222,1.78161,,
3200.7,2.33482,1.77422,,
3200.8,2.32931,1.76808,,
3200.9,2.32388,1.76283,,
3201.0,2.31956,1.75844,,
3201.1,2.31615,1.75461,,
3201.2,2.31281,1.75136,,
3201.3,2.30976,1.74834,,
3201.4,2.30774,1.74521,,
3201.5,2.30445,1.74149,,
3201.6,2.29941,1.73695,,
3201.7,2.29378,1.73143,,
3201.8,2.28759,1.72490,,
3201.9,2.28023,1.71720,,
3202.0,2.27146,1.70801,,
3202.1,2.26058,1.69725,,
3202.2,2.24739,1.68510,,
3202.3,2.23389,1.67199,,
3202.4,2.22056,1.65832,,
3202.5,2.20628,1.64445,,
3202.6,2.19188,1.63048,,
3202.7,2.17844,1.61637,,
3202.8,2.16451,1.60189,,
3202.9,2.14934,1.58670,,
3203.0,2.13328,1.57036,,
3203.1,2.11592,1.55260,,
3203.2,2.09647,1.53327,,
3203.3,2.07533,1.51218,,
3203.4,2.05281,1.48935,,
3203.5,2.02788,1.46515,,
3203.6,2.00147,1.44007,,
3203.7,1.97617,1.41458,,
3203.8,1.95129,1.38926,,
3203.9,1.92514,1.36431,,
3204.0,1.90084,1.34005,,
3204.1,1.87797,1.31602,,
3204.2,1.85486,1.29208,,
3204.3,1.82999,1.26739,,
3204.4,1.80464,1.24143,,
3204.5,1.77757,1.21391,,
3204.6,1.74755,1.18466,,
3204.7,1.71679,1.15396,,
3204.8,1.68455,1.12193,,
3204.9,1.65119,1.08919,,
3205.0,1.61764,1.05599,,
3205.1,1.58443,1.02251,,
3205.2,1.55115,0.98888,,
3205.3,1.51691,0.95504,,
3205.4,1.48265,0.92155,,
3205.5,1.44886,0.88911,,
3205.6,1.41774,0.85868,,
3205.7,1.39030,0.83108,,
3205.8,1.36547,0.80665,,
3205.9,1.34450,0.78557,,
3206.0,1.32710,0.76747,,
3206.1,1.31221,0.75194,,
3206.2,1.29908,0.73846,,
3206.3,1.28718,0.72651,,
3206.4,1.27679,0.71580,,
3206.5,1.26731,0.70598,,
3206.6,1.25834,0.69669,,
3206.7,1.24964,0.68725,,
3206.8,1.24038,0.67720,,
3206.9,1.22886,0.66612,,
3207.0,1.21629,0.65387,,
3207.1,1.20341,0.64043,,
3207.2,1.18866,0.62579,,
3207.3,1.17264,0.61024,,
3207.4,1.15577,0.59367,,
3207.5,1.13901,0.57665,,
3207.6,1.12087,0.55897,,
3207.7,1.10330,0.54099,,
3207.8,1.08466,0.52261,,
3207.9,1.06547,0.50456,,
3208.0,1.04736,0.48734,,
3208.1,1.03180,0.47157,,
3208.2,1.01806,0.45794,,
3208.3,1.00563,0.44645,,
3208.4,0.99744,0.43758,,
3208.5,0.99080,0.43076,,
3208.6,0.98678,0.42620,,
3208.7,0.98381,0.42274,,
3208.8,0.98227,0.42045,,
3208.9,0.97965,0.41841,,
3209.0,0.97861,0.41688,,
3209.1,0.97718,0.41518,,
3209.2,0.97565,0.41330,,
3209.3,0.97352,0.41070,,
3209.4,0.96991,0.40680,,
3209.5,0.96511,0.40117,,
3209.6,0.95738,0.39359,,
3209.7,0.94666,0.38430,,
3209.8,0.93577,0.37422,,
3209.9,0.92492,0.36412,,
3210.0,0.91553,0.35462,,
3210.1,0.90760,0.34547,,
3210.2,0.89905,0.33607,,
3210.3,0.88880,0.32578,,
3210.4,0.87707,0.31423,,
3210.5,0.86407,0.30151,,
3210.6,0.85000,0.28808,,
3210.7,0.83572,0.27460,,
3210.8,0.82235,0.26161,,
3210.9,0.81043,0.24993,,
3211.0,0.79949,0.23990,,
3211.1,0.79185,0.23215,,
3211.2,0.78652,0.22651,,
3211.3,0.78349,0.22329,,
3211.4,0.78191,0.22145,,
3211.5,0.78320,0.22299,,
3211.6,0.78661,0.22560,,
3211.7,0.79025,0.22942,,
3211.8,0.79574,0.23428,,
3211.9,0.80118,0.23925,,
3212.0,0.80686,0.24413,,
3212.1,0.81095,0.24798,,
3212.2,0.81391,0.25077,,
3212.3,0.81472,0.25226,,
3212.4,0.81500,0.25299,,
3212.5,0.81497,0.25277,,
3212.6,0.81412,0.25216,,
3212.7,0.81357,0.25076,,
3212.8,0.81190,0.24760,,
3212.9,0.80711,0.24197,,
3213.0,0.79770,0.23357,,
3213.1,0.78517,0.22274,,
3213.2,0.77254,0.21062,,
3213.3,0.75944,0.19781,,
3213.4,0.74703,0.18477,,
3213.5,0.73391,0.17124,,
3213.6,0.71938,0.15721,,
3213.7,0.70447,0.14271,,
3213.8,0.68978,0.12813,,
3213.9,0.67495,0.11356,,
3214.0,0.66110,0.09906,,
3214.1,0.64680,0.08410,,
3214.2,0.63132,0.06843,,
3214.3,0.61433,0.05165,,
3214.4,0.59644,0.03371,,
3214.5,0.57737,0.01468,,
3214.6,0.55707,-0.00476,,
3214.7,0.53624,-0.02358,,
3214.8,0.51796,-0.04039,,
3214.9,0.50432,-0.05402,,
3215.0,0.49483,-0.06398,,
3215.1,0.48890,-0.07037,,
3215.2,0.48598,-0.07395,,
3215.3,0.48554,-0.07567,,
3215.4,0.48580,-0.07521,,
3215.5,0.48644,-0.07357,,
3215.6,0.48987,-0.07016,,
3215.7,0.49522,-0.06506,,
3215.8,0.50254,-0.05799,,
3215.9,0.51105,-0.04947,,
3216.0,0.52158,-0.03969,,
3216.1,0.53245,-0.02927,,
3216.2,0.54337,-0.01836,,
3216.3,0.55422,-0.00731,,
3216.4,0.56556,0.00391,,
3216.5,0.57703,0.01508,,
3216.6,0.58841,0.02620,,
3216.7,0.59893,0.03682,,
3216.8,0.60955,0.04698,,
3216.9,0.61882,0.05628,,
3217.0,0.62737,0.06500,,
3217.1,0.63491,0.07301,,
3217.2,0.64271,0.08074,,
3217.3,0.65009,0.08787,,
3217.4,0.65737,0.09440,,
3217.5,0.66278,0.09992,,
3217.6,0.66679,0.10418,,
3217.7,0.67043,0.10691,,
3217.8,0.67164,0.10853,,
3217.9,0.67015,0.10688,,
3218.0,0.66665,0.10437,,
3218.1,0.66300,0.10074,,
3218.2,0.65888,0.09611,,
3218.3,0.65348,0.09050,,
3218.4,0.64647,0.08358,,
3218.5,0.63844,0.07524,,
3218.6,0.62848,0.06532,,
3218.7,0.61687,0.05416,,
3218.8,0.60390,0.04182,,
3218.9,0.59113,0.02876,,
3219.0,0.57741,0.01482,,
3219.1,0.56286,0.00009,,
3219.2,0.54692,-0.01598,,
3219.3,0.53007,-0.03293,,
3219.4,0.51065,-0.05034,,
3219.5,0.49256,-0.06675,,
3219.6,0.47781,-0.08099,,
3219.7,0.46658,-0.09195,,
3219.8,0.45935,-0.09926,,
3219.9,0.45613,-0.10298,,
3220.0,0.45594,-0.10404,,
3220.1,0.45871,-0.10131,,
3220.2,0.46355,-0.09713,,
3220.3,0.46981,-0.09174,,
3220.4,0.47638,-0.08565,,
3220.5,0.48201,-0.07939,,
3220.6,0.48870,-0.07282,,
3220.7,0.49549,-0.06601,,
3220.8,0.50251,-0.05856,,
3220.9,0.51048,-0.05074,,
3221.0,0.51971,-0.04273,,
3221.1,0.52764,-0.03497,,
3221.2,0.53431,-0.02756,,
3221.3,0.54115,-0.02065,,
3221.4,0.54826,-0.01405,,
3221.5,0.55435,-0.00776,,
3221.6,0.56012,-0.00175,,
3221.7,0.56596,0.00379,,
3221.8,0.57144,0.00881,,
3221.9,0.57568,0.01274,,
3222.0,0.57894,0.01527,,
3222.1,0.57948,0.01649,,
3222.2,0.57787,0.01465,,
3222.3,0.57456,0.01165,,
3222.4,0.56993,0.00705,,
3222.5,0.56426,0.00103,,
3222.6,0.55647,-0.00640,,
3222.7,0.54745,-0.01515,,
3222.8,0.53776,-0.02530,,
3222.9,0.52643,-0.03690,,
3223.0,0.51306,-0.05030,,
3223.1,0.49824,-0.06568,,
3223.2,0.48041,-0.08300,,
3223.3,0.46028,-0.10187,,
3223.4,0.44035,-0.12153,,
3223.5,0.41999,-0.14141,,
3223.6,0.40020,-0.16042,,
3223.7,0.38149,-0.17803,,
3223.8,0.36601,-0.19340,,
3223.9,0.35339,-0.20658,,
3224.0,0.34321,-0.21753,,
3224.1,0.33375,-0.22692,,
3224.2,0.32602,-0.23480,,
3224.3,0.31913,-0.24108,,
3224.4,0.31383,-0.24495,,
3224.5,0.31242,-0.24690,,
3224.6,0.31583,-0.24384,,
3224.7,0.32160,-0.23905,,
3224.8,0.32822,-0.23248,,
3224.9,0.33680,-0.22467,,
3225.0,0.34517,-0.21607,,
3225.1,0.35415,-0.20668,,
3225.2,0.36480,-0.19654,,
3225.3,0.37559,-0.18562,,
3225.4,0.38699,-0.17407,,
3225.5,0.39991,-0.16202,,
3225.6,0.41204,-0.14989,,
3225.7,0.42422,-0.13782,,
3225.8,0.43621,-0.12620,,
3225.9,0.44725,-0.11499,,
3226.0,0.45764,-0.10402,,
3226.1,0.46828,-0.09309,,
3226.2,0.47961,-0.08208,,
3226.3,0.49116,-0.07103,,
3226.4,0.50200,-0.06021,,
3226.5,0.51236,-0.04972,,
3226.6,0.52238,-0.03973,,
3226.7,0.53216,-0.03004,,
3226.8,0.54112,-0.02066,,
3226.9,0.55033,-0.01146,,
3227.0,0.55967,-0.00256,,
3227.1,0.56841,0.00576,,
3227.2,0.57622,0.01330,,
3227.3,0.58231,0.01976,,
3227.4,0.58771,0.02541,,
3227.5,0.59235,0.03045,,
3227.6,0.59693,0.03524,,
3227.7,0.60180,0.03978,,
3227.8,0.60649,0.04376,,
3227.9,0.61009,0.04661,,
3228.0,0.61154,0.04845,,
3228.1,0.61041,0.04674,,
3228.2,0.60732,0.04340,,
3228.3,0.60144,0.03787,,
3228.4,0.59316,0.03056,,
3228.5,0.58420,0.02207,,
3228.6,0.57486,0.01289,,
3228.7,0.56533,0.00357,,
3228.8,0.55573,-0.00603,,
3228.9,0.54678,-0.01586,,
3229.0,0.53619,-0.02653,,
3229.1,0.52483,-0.03820,,
3229.2,0.51189,-0.05133,,
3229.3,0.49706,-0.06593,,
3229.4,0.48097,-0.08193,,
3229.5,0.46337,-0.09918,,
3229.6,0.44492,-0.11739,,
3229.7,0.42602,-0.13634,,
3229.8,0.40626,-0.15620,,
3229.9,0.38614,-0.17710,,
3230.0,0.36397,-0.19924,,
3230.1,0.33967,-0.22179,,
3230.2,0.31530,-0.24381,,
3230.3,0.29529,-0.26374,,
3230.4,0.27841,-0.28078,,
3230.5,0.26440,-0.29462,,
3230.6,0.25428,-0.30562,,
3230.7,0.24630,-0.31431,,
3230.8,0.23940,-0.32103,,
3230.9,0.23423,-0.32597,,
3231.0,0.23102,-0.32950,,
3231.1,0.22976,-0.33158,,
3231.2,0.22833,-0.33282,,
3231.3,0.22823,-0.33331,,
3231.4,0.22819,-0.33379,,
3231.5,0.22820,-0.33390,,
3231.6,0.22691,-0.33412,,
3231.7,0.22767,-0.33390,,
3231.8,0.22816,-0.33303,,
3231.9,0.22979,-0.33187,,
3232.0,0.23193,-0.33099,,
3232.1,0.23220,-0.33045,,
3232.2,0.23081,-0.33144,,
3232.3,0.22928,-0.33309,,
3232.4,0.22714,-0.33559,,
3232.5,0.22351,-0.33880,,
3232.6,0.21935,-0.34259,,
3232.7,0.21520,-0.34718,,
3232.8,0.21071,-0.35276,,
3232.9,0.20372,-0.35988,,
3233.0,0.19457,-0.36874,,
3233.1,0.18362,-0.37922,,
3233.2,0.17116,-0.39091,,
3233.3,0.15879,-0.40317,,
3233.4,0.14605,-0.41563,,
3233.5,0.13337,-0.42751,,
3233.6,0.12163,-0.43844,,
3233.7,0.11256,-0.44775,,
3233.8,0.10492,-0.45552,,
3233.9,0.09926,-0.46178,,
3234.0,0.09441,-0.46701,,
3234.1,0.08970,-0.47130,,
3234.2,0.08605,-0.47422,,
3234.3,0.08390,-0.47621,,
3234.4,0.08536,-0.47430,,
3234.5,0.08932,-0.47090,,
3234.6,0.09499,-0.46542,,
3234.7,0.10250,-0.45855,,
3234.8,0.11112,-0.45077,,
3234.9,0.11907,-0.44238,,
3235.0,0.12741,-0.43339,,
3235.1,0.13735,-0.42384,,
3235.2,0.14810,-0.41367,,
3235.3,0.15851,-0.40324,,
3235.4,0.16933,-0.39274,,
3235.5,0.17959,-0.38231,,
3235.6,0.18949,-0.37187,,
3235.7,0.20046,-0.36130,,
3235.8,0.21123,-0.35086,,
3235.9,0.22178,-0.34057,,
3236.0,0.23147,-0.33066,,
3236.1,0.24066,-0.32099,,
3236.2,0.25026,-0.31115,,
3236.3,0.26004,-0.30071,,
3236.4,0.27122,-0.28937,,
3236.5,0.28432,-0.27715,,
3236.6,0.29752,-0.26445,,
3236.7,0.31049,-0.25162,,
3236.8,0.32307,-0.23920,,
3236.9,0.33522,-0.22722,,
3237.0,0.34625,-0.21568,,
3237.1,0.35723,-0.20430,,
3237.2,0.36872,-0.19296,,
3237.3,0.38032,-0.18144,,
3237.4,0.39182,-0.16977,,
3237.5,0.40376,-0.15787,,
3237.6,0.41574,-0.14602,,
3237.7,0.42822,-0.13439,,
3237.8,0.43942,-0.12348,,
3237.9,0.44912,-0.11341,,
3238.0,0.45800,-0.10417,,
3238.1,0.46647,-0.09560,,
3238.2,0.47477,-0.08711,,
3238.3,0.48239,-0.07862,,
