

Sun Jul 27 18:53:28 2014    prof.txt

         175065414 function calls (174943030 primitive calls) in 456.653 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/units.py:49(AxisInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:250(FixedFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/random/info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3449(Simple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:299(IntVar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/parser.py:707(_attr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/distributions.py:7131(zipf_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dviread.py:397(DviFont)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:298(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/tri/tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/distributions.py:4145(lognorm_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/linalg/info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:1254(shape)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1451(Hlist)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3134(CurveA)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2662(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/_datasource.py:47(_FileOpeners)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:473(HandlerStem)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:795(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/_basinhopping.py:149(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3205(OptionMenu)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2252(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/distributions.py:4866(rdist_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:2995(_Curve)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/polyint.py:108(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:107(todatetime)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/rcsetup.py:37(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:206(LogTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:387(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1259(MemoryMonitor)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/arrayprint.py:22(product)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/distributions.py:2529(cosine_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/distributions.py:3995(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:801(SystemRandom)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:859(Locator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/streamplot.py:248(Grid)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:455(YTick)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:181(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/distributions.py:5147(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:7120(_convert2ma)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/utils.py:1394(WarningManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/interpolate.py:68(interp2d)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/dsolve/umfpack/umfpack.py:242(Struct)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/parser.py:147(_resultbase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/fitpack2.py:589(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/streamplot.py:188(DomainMap)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/projections/geo.py:469(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/integrate/quadrature.py:16(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:355(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2824(OneOrMore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:2597(Angle)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:231(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/fitpack2.py:861(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:110(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/collections.py:1151(PatchCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/rcsetup.py:154(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:131(Log10Transform)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:974(FixedLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1676(Word)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2240(WordStart)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3393(BracketB)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:261(SMOOTH)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:158(GaussianBlur)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5918(_frommethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:1552(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urlparse.py:128(ParseResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2053(Widget)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:781(_DomainGreater)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:59(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1148(MultipleLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:232(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1826(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:126(MAError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1546(Literal)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:1073(NoNorm)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/projections/__init__.py:10(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:390(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/parser.py:337(_result)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:783(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colorbar.py:1082(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/_internal.py:212(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/compat/_inspect.py:160(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/_endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:2433(SimpleEvent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:108(MinFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3042(TokenConverter)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2380(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:1150(IdleEvent)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1850(frozen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:124(MaxFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:922(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:793(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3100(Dict)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1656(AutoLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1830(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1276(Hbox)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3059(Combine)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:943(DayLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:135(tofloat)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2459(FormatDatetime)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:1398(KeyEvent)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:163(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/projections/polar.py:161(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:26(Kernel)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2409(FormatInt)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:1082(AnchoredText)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:118(LogTransformBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:293(VPacker)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:785(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1207(MathTextWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2257(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/_iotools.py:20(_is_string_like)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:786(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2147(LineStart)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:73(PreprocessError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:2411(NonGuiException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:87(UnknownFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1507(Token)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:26(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3371(BracketA)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1762(NegFilll)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/polyint.py:187(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/polynomial.py:19(RankWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/contour.py:36(ClabelText)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/fitpack2.py:951(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3532(LabelFrame)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3154(CurveB)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/numeric.py:37(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1859(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:231(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:347(FontEntry)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/integrate/_ode.py:507(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2390(_ErrorStop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5874(_maximum_operation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/_endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1770(HCentered)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:1086(_MainThread)
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:324(DoubleVar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/_iotools.py:435(ConverterLockError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/docstring.py:58(Appender)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2757(Menubutton)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:997(SecondLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3194(_setit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:78(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:1524(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2369(FormatString)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1050(maxdict)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:1003(addinfourl)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:1157(DrawEvent)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1520(Empty)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:168(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:447(Bunch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/spatial/kdtree.py:249(innernode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/fitpack2.py:1083(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:1095(_set_daemon)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1806(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1754(NegFil)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/_iotools.py:442(ConversionWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/anneal.py:94(fast_sa)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:766(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/rcsetup.py:136(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5862(_minimum_operation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/Image.py:1753(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:239(EMBOSS)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:426(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/container.py:107(StemContainer)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:126(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:218(ParseException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/FileDialog.py:234(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:756(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/lobpcg/lobpcg.py:89(CallableLinearOperator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:819(__Full)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1664(Vrule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/dsolve/umfpack/umfpack.py:25(UmfpackWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/tz.py:554(tzstr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:978(addclosehook)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2420(FormatBool)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1015(NullLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/fitpack2.py:514(BivariateSpline)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:676(Xlator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/rrule.py:826(_genitem)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2748(NotAny)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/base.py:18(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:59(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/oldnumeric/precision.py:28(PrecisionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:129(MaskError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:5672(_Log10Memoize)
